Валерий,413687869, /help
Валерий,413687869, /shot
Валерий,413687869, /shot e2
Валерий,413687869, /help
Валерий,413687869, /hello
Oleg,1841573307, /hello
Валерий,413687869, /hello
Валерий,413687869, /hello
Валерий,413687869, /hello
Валерий,413687869, /hello
Валерий,413687869, /hello
Валерий,413687869, /hello
Валерий,413687869, /hello
Валерий,413687869, /hello
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /weather Vladivostok
Валерий,413687869, /start
Валерий,413687869, /weather Vladivostok
Валерий,413687869, /weather Vladivostok
Валерий,413687869, /weather Vladivostok
Валерий,413687869, /weather Vladivostok
Валерий,413687869, /weather Vladivostok
Валерий,413687869, /weather Vladivostok
Валерий,413687869, /weather Vladivostok
Валерий,413687869, /weather vladivostok
Валерий,413687869, /weather moscow
Валерий,413687869, /weather moscow
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /weather vladivostok
Валерий,413687869, /start
Oleg,1841573307, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /weather vladivostok
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /weather vladivostok
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /start
Oleg,1841573307, /start
Oleg,1841573307, /start
Валерий,413687869, /start
Валерий,413687869, /start
Валерий,413687869, /weather vladivostok
time=2023-02-02 19:05:59.958235, user_name=Oleg, id=1841573307, command=/start
time=2023-02-02 19:12:12.737647, user_name=Oleg, id=1841573307, command=/start
